,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
744,Thaddius Smith,Boston College,ACC,12,9,56,6.2,0,4.7,17,233,13.7,2,19.4,26,289,11.1,2,,thaddius-smith-1
745,Dwayne Lawson*,Virginia Tech,ACC,4,14,55,3.9,1,13.8,0,0,,0,0.0,14,55,3.9,1,,dwayne-lawson-1
746,Jamire Jordan,Fresno State,MWC,12,10,55,5.5,1,4.6,46,540,11.7,5,45.0,56,595,10.6,6,,jamire-jordan-1
747,Kendal Thompson*,Utah,Pac-12,4,19,55,2.9,2,13.8,1,8,8.0,0,2.0,20,63,3.2,2,,kendal-thompson-1
748,Manny Wilkins*,Arizona State,Pac-12,4,7,55,7.9,0,13.8,0,0,,0,0.0,7,55,7.9,0,,manny-wilkins-1
749,Ronnie Moore*,Bowling Green,MAC,14,9,55,6.1,1,3.9,72,954,13.3,6,68.1,81,1009,12.5,7,,ronnie-moore-3
750,Trent Sherfield,Vanderbilt,SEC,12,4,55,13.8,0,4.6,51,659,12.9,3,54.9,55,714,13.0,3,,trent-sherfield-1
751,Anthony Miller*,Memphis,American,12,9,54,6.0,2,4.5,47,694,14.8,5,57.8,56,748,13.4,7,,anthony-miller-6
752,Carlos Henderson*,Louisiana Tech,CUSA,11,5,54,10.8,0,4.9,36,774,21.5,5,70.4,41,828,20.2,5,,carlos-henderson-1
753,Christian Kirk*,Texas A&M,SEC,13,11,54,4.9,0,4.2,80,1009,12.6,7,77.6,91,1063,11.7,7,,christian-kirk-1
754,Josh Crawford,Vanderbilt,SEC,8,18,54,3.0,0,6.8,2,11,5.5,0,1.4,20,65,3.3,0,,josh-crawford-1
755,Tom Hackett*,Utah,Pac-12,13,2,54,27.0,0,4.2,0,0,,0,0.0,2,54,27.0,0,AA,tom-hackett-1
756,Blake Frohnapfel,Massachusetts,MAC,12,63,53,0.8,1,4.4,0,-2,,0,-0.2,63,51,0.8,1,,blake-frohnapfel-1
757,Caleb Henderson*,North Carolina,ACC,2,5,53,10.6,0,26.5,0,0,,0,0.0,5,53,10.6,0,,caleb-henderson-1
758,Chason Virgil,Fresno State,MWC,3,9,53,5.9,0,17.7,0,0,,0,0.0,9,53,5.9,0,,chason-virgil-1
759,Foster Sawyer*,Texas Christian,Big 12,5,14,53,3.8,0,10.6,0,0,,0,0.0,14,53,3.8,0,,foster-sawyer-1
760,Johnathan Hawkins,Buffalo,MAC,10,15,53,3.5,0,5.3,1,3,3.0,0,0.3,16,56,3.5,0,,johnathan-hawkins-1
761,Michael Willett,UCF,American,9,15,53,3.5,0,5.9,7,89,12.7,0,9.9,22,142,6.5,0,,michael-willett-1
762,Kyle Evans,Colorado,Pac-12,10,18,52,2.9,1,5.2,1,8,8.0,0,0.8,19,60,3.2,1,,kyle-evans-1
763,Connor Mitch,South Carolina,SEC,2,14,51,3.6,1,25.5,0,0,,0,0.0,14,51,3.6,1,,connor-mitch-1
764,Dameon Gamblin*,New Mexico,MWC,13,9,51,5.7,0,3.9,35,424,12.1,2,32.6,44,475,10.8,2,,dameon-gamblin-1
765,Isaiah Ford*,Virginia Tech,ACC,13,7,51,7.3,0,3.9,75,1164,15.5,11,89.5,82,1215,14.8,11,,isaiah-ford-1
766,Jarrod Lawson*,San Jose State,MWC,11,15,51,3.4,0,4.6,3,18,6.0,0,1.6,18,69,3.8,0,,jarrod-lawson-1
767,Michael Birdsong*,Marshall,CUSA,6,21,51,2.4,1,8.5,0,0,,0,0.0,21,51,2.4,1,,michael-birdsong-1
768,Shai McKenzie*,Virginia Tech,ACC,2,13,50,3.8,0,25.0,0,0,,0,0.0,13,50,3.8,0,,shai-mckenzie-1
769,Beau Hoge*,BYU,Ind,3,16,49,3.1,2,16.3,0,0,,0,0.0,16,49,3.1,2,,beau-hoge-1
770,Deron Thompson*,Colorado State,MWC,2,7,49,7.0,0,24.5,0,0,,0,0.0,7,49,7.0,0,,deron-thompson-2
771,Jeffery Coprich*,California,Pac-12,7,14,49,3.5,1,7.0,5,51,10.2,0,7.3,19,100,5.3,1,,jeffery-coprich-1
772,Mack Leftwich,UTEP,CUSA,7,18,49,2.7,0,7.0,0,0,,0,0.0,18,49,2.7,0,,mack-leftwich-1
773,Nick Jeanty,New Mexico State,Sun Belt,7,24,49,2.0,0,7.0,0,0,,0,0.0,24,49,2.0,0,,nick-jeanty-1
774,Cethan Carter*,Nebraska,Big Ten,11,2,48,24.0,1,4.4,24,329,13.7,2,29.9,26,377,14.5,3,,cethan-carter-1
775,Cooper Rush*,Central Michigan,MAC,13,63,48,0.8,3,3.7,0,0,,0,0.0,63,48,0.8,3,,cooper-rush-1
776,Denzell Evans*,Arkansas,SEC,6,6,48,8.0,0,8.0,0,0,,0,0.0,6,48,8.0,0,,denzell-evans-1
777,Ray-Ray McCloud*,Clemson,ACC,12,7,48,6.9,0,4.0,29,251,8.7,1,20.9,36,299,8.3,1,,ray-ray-mccloud-1
778,Tanner Gentry,Wyoming,MWC,7,5,48,9.6,0,6.9,37,678,18.3,4,96.9,42,726,17.3,4,,tanner-gentry-1
779,Tyler O'Connor*,Michigan State,Big Ten,6,14,48,3.4,0,8.0,0,0,,0,0.0,14,48,3.4,0,,tyler-oconnor-1
780,Brogan Roback,Eastern Michigan,MAC,12,51,47,0.9,1,3.9,0,0,,0,0.0,51,47,0.9,1,,brogan-roback-1
781,Carlos Wiggins*,New Mexico,MWC,13,4,47,11.8,0,3.6,12,233,19.4,1,17.9,16,280,17.5,1,,carlos-wiggins-1
782,Devin Rushing*,Air Force,MWC,7,4,47,11.8,0,6.7,0,0,,0,0.0,4,47,11.8,0,,devin-rushing-1
783,Justen Hervey*,Utah State,MWC,8,14,47,3.4,1,5.9,0,0,,0,0.0,14,47,3.4,1,,justen-hervey-1
784,Keevan Lucas*,Tulsa,American,4,6,46,7.7,0,11.5,26,409,15.7,5,102.3,32,455,14.2,5,,keevan-lucas-1
785,K.J. Maye*,Minnesota,Big Ten,13,9,46,5.1,1,3.5,73,773,10.6,5,59.5,82,819,10.0,6,,kj-maye-1
786,Marken Michel,Massachusetts,MAC,9,7,46,6.6,0,5.1,31,370,11.9,4,41.1,38,416,10.9,4,,marken-michel-1
787,Derek Watt*,Wisconsin,Big Ten,13,9,45,5.0,0,3.5,15,139,9.3,0,10.7,24,184,7.7,0,,derek-watt-1
788,Darius Anderson,East Carolina,American,11,5,45,9.0,0,4.1,0,0,,0,0.0,5,45,9.0,0,,devin-anderson-2
789,Drew Barker,Kentucky,SEC,5,25,45,1.8,1,9.0,0,0,,0,0.0,25,45,1.8,1,,drew-barker-1
790,Glenn Gronkowski*,Kansas State,Big 12,13,11,45,4.1,1,3.5,5,76,15.2,1,5.8,16,121,7.6,2,,glenn-gronkowski-1
791,Ruben Garnett*,Middle Tennessee State,CUSA,1,10,45,4.5,1,45.0,0,0,,0,0.0,10,45,4.5,1,,ruben-garnett-1
792,Tevin Jones*,Memphis,American,13,9,45,5.0,1,3.5,22,316,14.4,4,24.3,31,361,11.6,5,,tevin-jones-1
793,Aaron Burbridge*,Michigan State,Big Ten,14,9,44,4.9,0,3.1,85,1258,14.8,7,89.9,94,1302,13.9,7,,aaron-burbridge-1
794,Austin Apodaca*,New Mexico,MWC,11,33,44,1.3,1,4.0,0,0,,0,0.0,33,44,1.3,1,,austin-apodaca-1
795,Chase Litton*,Marshall,CUSA,11,48,44,0.9,0,4.0,0,0,,0,0.0,48,44,0.9,0,,chase-litton-1
796,Jaydon Mickens*,Washington,Pac-12,13,7,44,6.3,1,3.4,58,692,11.9,2,53.2,65,736,11.3,3,,jaydon-mickens-1
797,Jonathan Haden*,Arizona,Pac-12,13,7,44,6.3,0,3.4,3,21,7.0,0,1.6,10,65,6.5,0,,jonathan-haden-1
798,Kerry Thomas,UTSA,CUSA,12,7,44,6.3,0,3.7,52,541,10.4,4,45.1,59,585,9.9,4,,kerry-thomas-1
799,Kirk Johnson,Texas,Big 12,6,8,44,5.5,0,7.3,0,0,,0,0.0,8,44,5.5,0,,kirk-johnson-5
800,Nate Terhune,Kent State,MAC,12,1,44,44.0,0,3.7,0,0,,0,0.0,1,44,44.0,0,,nate-terhune-1
801,Nicholas Black,Army,Ind,12,12,44,3.7,0,3.7,3,41,13.7,0,3.4,15,85,5.7,0,,nicholas-black-1
802,Chad President*,Tulsa,American,6,17,43,2.5,0,7.2,1,8,8.0,0,1.3,18,51,2.8,0,,chad-president-1
803,Craig Leonard*,Colorado State,MWC,4,9,43,4.8,0,10.8,0,0,,0,0.0,9,43,4.8,0,,craig-leonard-1
804,Dontae Thomas-Williams*,West Virginia,Big 12,5,14,43,3.1,0,8.6,1,7,7.0,0,1.4,15,50,3.3,0,,dontae-thomas-williams-1
805,Jordan Gowins,Boston College,ACC,3,15,43,2.9,0,14.3,0,0,,0,0.0,15,43,2.9,0,,jordan-gowins-1
806,Trace McSorley*,Penn State,Big Ten,7,13,43,3.3,0,6.1,0,0,,0,0.0,13,43,3.3,0,,trace-mcsorley-1
807,Zach Green*,Arizona,Pac-12,8,7,43,6.1,0,5.4,0,0,,0,0.0,7,43,6.1,0,,zach-green-2
808,Fred Ross*,Mississippi State,SEC,13,2,42,21.0,1,3.2,88,1007,11.4,5,77.5,90,1049,11.7,6,,fred-ross-1
809,Johnathan Thomas*,Penn State,Big Ten,3,11,42,3.8,0,14.0,0,0,,0,0.0,11,42,3.8,0,,johnathan-thomas-1
810,Jomon Dotson*,Washington,Pac-12,6,18,42,2.3,0,7.0,2,19,9.5,0,3.2,20,61,3.1,0,,jomon-dotson-1
811,Robert Davis*,Memphis,American,2,9,42,4.7,0,21.0,0,0,,0,0.0,9,42,4.7,0,,robert-davis-9
812,Ryan Finley*,Boise State,MWC,3,22,42,1.9,0,14.0,0,0,,0,0.0,22,42,1.9,0,,ryan-finley-1
813,Taylor Martin,Kansas,Big 12,7,16,42,2.6,0,6.0,0,0,,0,0.0,16,42,2.6,0,,taylor-martin-1
814,Thomas Sperbeck*,Boise State,MWC,13,5,42,8.4,0,3.2,88,1412,16.0,8,108.6,93,1454,15.6,8,,thomas-sperbeck-1
815,Tim Byerly,Georgia Tech,ACC,1,7,42,6.0,1,42.0,0,0,,0,0.0,7,42,6.0,1,,tim-byerly-1
816,Tommy Fiedler*,Northern Illinois,MAC,2,17,42,2.5,0,21.0,0,0,,0,0.0,17,42,2.5,0,,tommy-fiedler-1
817,Brandon Shippen*,Temple,American,14,6,41,6.8,0,2.9,20,288,14.4,1,20.6,26,329,12.7,1,,brandon-shippen-1
818,Brandon Silvers,Troy,Sun Belt,11,41,41,1.0,2,3.7,1,9,9.0,0,0.8,42,50,1.2,2,,brandon-silvers-2
819,Kip Patton*,Temple,American,12,4,41,10.3,2,3.4,13,169,13.0,0,14.1,17,210,12.4,2,,kip-patton-1
820,Isaiah Saunders,Idaho,Sun Belt,12,13,40,3.1,0,3.3,2,2,1.0,0,0.2,15,42,2.8,0,,isaiah-saunders-1
821,Josh Allen,Wyoming,MWC,2,3,40,13.3,0,20.0,0,0,,0,0.0,3,40,13.3,0,,josh-allen-7
822,Mikell Lands-Davis,Georgia Tech,ACC,7,18,40,2.2,0,5.7,7,69,9.9,1,9.9,25,109,4.4,1,,mikell-lands-davis-1
823,Anthony Brown,Purdue,Big Ten,12,1,39,39.0,0,3.3,0,0,,0,0.0,1,39,39.0,0,,anthony-brown-6
824,Brandon Sheperd*,Oklahoma State,Big 12,12,7,39,5.6,0,3.3,23,323,14.0,3,26.9,30,362,12.1,3,,brandon-sheperd-1
825,Chase Abbington,Missouri,SEC,10,6,39,6.5,0,3.9,1,5,5.0,0,0.5,7,44,6.3,0,,chase-abbington-1
826,Elgin Long,Massachusetts,MAC,11,3,39,13.0,0,3.5,16,171,10.7,1,15.5,19,210,11.1,1,,elgin-long-1
827,Jordan Chunn,Troy,Sun Belt,2,7,39,5.6,1,19.5,1,2,2.0,0,1.0,8,41,5.1,1,,jordan-chunn-1
828,Demry Croft*,Minnesota,Big Ten,3,9,38,4.2,0,12.7,0,0,,0,0.0,9,38,4.2,0,,demry-croft-1
829,Kylen Towner*,Western Kentucky,CUSA,14,3,38,12.7,0,2.7,0,0,,0,0.0,3,38,12.7,0,,kylen-towner-1
830,Montrel Carter,Louisiana,Sun Belt,12,10,38,3.8,0,3.2,1,4,4.0,0,0.3,11,42,3.8,0,,montrel-carter-1
831,Reggie Love*,Wisconsin,Big Ten,13,7,38,5.4,0,2.9,4,55,13.8,0,4.2,11,93,8.5,0,,reggie-love-2
832,Tra'Von Chapman*,Akron,MAC,4,31,38,1.2,0,9.5,0,0,,0,0.0,31,38,1.2,0,,travon-chapman-1
833,Brent Stockstill*,Middle Tennessee State,CUSA,13,60,37,0.6,2,2.8,0,0,,0,0.0,60,37,0.6,2,,brent-stockstill-1
834,Chad Voytik*,Pitt,ACC,7,20,37,1.9,1,5.3,0,0,,0,0.0,20,37,1.9,1,,chad-voytik-1
835,Jason Smith*,Auburn,SEC,15,6,37,6.2,1,2.5,13,203,15.6,2,13.5,19,240,12.6,3,,jason-smith-5
836,Jordan Willis*,Middle Tennessee State,CUSA,3,5,37,7.4,0,12.3,0,0,,0,0.0,5,37,7.4,0,,jordan-willis-2
837,Khris Francis*,North Carolina,ACC,13,11,37,3.4,0,2.8,0,0,,0,0.0,11,37,3.4,0,,khris-francis-1
838,Shane Cockerille,Maryland,Big Ten,11,16,37,2.3,0,3.4,2,2,1.0,0,0.2,18,39,2.2,0,,shane-cockerille-1
839,Terry Godwin*,Georgia,SEC,13,7,37,5.3,1,2.8,35,379,10.8,2,29.2,42,416,9.9,3,,terry-godwin-1
840,Aca'Cedric Ware*,USC,Pac-12,9,12,36,3.0,1,4.0,0,0,,0,0.0,12,36,3.0,1,,acacedric-ware-1
841,Adoree Jackson*,USC,Pac-12,14,7,36,5.1,0,2.6,27,414,15.3,2,29.6,34,450,13.2,2,,adoree-jackson-1
842,Jake LaCoste*,Air Force,MWC,4,7,36,5.1,0,9.0,0,0,,0,0.0,7,36,5.1,0,,jake-lacoste-1
843,Jalani Roberts*,Northwestern,Big Ten,12,10,36,3.6,0,3.0,8,48,6.0,0,4.0,18,84,4.7,0,,jalani-roberts-1
844,Jeff Lindquist*,Washington,Pac-12,12,12,36,3.0,1,3.0,0,0,,0,0.0,12,36,3.0,1,,jeff-lindquist-1
845,Lorenzo Woodley,Massachusetts,MAC,11,10,36,3.6,0,3.3,7,36,5.1,0,3.3,17,72,4.2,0,,lorenzo-woodley-1
846,Max Delorenzo*,Connecticut,American,13,13,36,2.8,0,2.8,5,35,7.0,0,2.7,18,71,3.9,0,,max-delorenzo-1
847,Nick Stevens*,Colorado State,MWC,13,45,36,0.8,3,2.8,0,0,,0,0.0,45,36,0.8,3,,nick-stevens-1
848,Sherman Alston,Boston College,ACC,11,13,36,2.8,0,3.3,7,77,11.0,0,7.0,20,113,5.7,0,,sherman-alston-1
849,Alex Rodriguez*,Indiana,Big Ten,7,12,35,2.9,1,5.0,0,0,,0,0.0,12,35,2.9,1,,alex-rodriguez-2
850,Cody Grice*,Akron,MAC,13,22,35,1.6,4,2.7,0,0,,0,0.0,22,35,1.6,4,,cody-grice-1
851,Jake Browning*,Washington,Pac-12,12,65,35,0.5,1,2.9,1,4,4.0,0,0.3,66,39,0.6,1,,jake-browning-1
852,Mikale Wilbon*,Nebraska,Big Ten,2,9,35,3.9,0,17.5,2,28,14.0,0,14.0,11,63,5.7,0,,mikale-wilbon-1
853,Rowdy Simon*,Tulsa,American,11,7,35,5.0,1,3.2,0,0,,0,0.0,7,35,5.0,1,,rowdy-simon-1
854,Sean White*,Auburn,SEC,7,30,35,1.2,0,5.0,0,0,,0,0.0,30,35,1.2,0,,sean-white-3
855,Amir Carlisle*,Notre Dame,Ind,13,5,34,6.8,0,2.6,32,355,11.1,1,27.3,37,389,10.5,1,,amir-carlisle-2
856,Darius Lee*,Memphis,American,3,10,34,3.4,0,11.3,0,0,,0,0.0,10,34,3.4,0,,darius-lee-2
857,Fabian Johnson*,Western Michigan,MAC,13,9,34,3.8,0,2.6,3,14,4.7,0,1.1,12,48,4.0,0,,fabian-johnson-1
858,Mitchell Harger,Iowa State,Big 12,12,6,34,5.7,0,2.8,2,27,13.5,0,2.3,8,61,7.6,0,,mitchell-harger-1
859,Scott Hester*,Air Force,MWC,6,6,34,5.7,1,5.7,0,0,,0,0.0,6,34,5.7,1,,scott-hester-1
860,Zach Boden*,Duke,ACC,12,9,34,3.8,2,2.8,0,0,,0,0.0,9,34,3.8,2,,zach-boden-1
861,Cameron Tucker,Illinois,Big Ten,4,7,33,4.7,0,8.3,0,0,,0,0.0,7,33,4.7,0,,cameron-tucker-1
862,Marcus Stamps*,San Diego State,MWC,10,16,33,2.1,0,3.3,0,0,,0,0.0,16,33,2.1,0,,marcus-stamps-2
863,Troy Flutie,Boston College,ACC,8,23,33,1.4,0,4.1,0,0,,0,0.0,23,33,1.4,0,,troy-flutie-1
864,Emiere Scaife*,Georgia State,Sun Belt,3,4,32,8.0,0,10.7,0,0,,0,0.0,4,32,8.0,0,,emiere-scaife-1
865,Brandon Powell*,Florida,SEC,14,14,31,2.2,0,2.2,29,390,13.4,3,27.9,43,421,9.8,3,,brandon-powell-1
866,Chase Hansen*,Utah,Pac-12,10,4,31,7.8,0,3.1,0,0,,0,0.0,4,31,7.8,0,,chase-hansen-1
867,Chris High*,Navy,American,7,5,31,6.2,0,4.4,0,0,,0,0.0,5,31,6.2,0,,chris-high-1
868,Dekeathan Williams*,Arkansas State,Sun Belt,10,6,31,5.2,0,3.1,0,0,,0,0.0,6,31,5.2,0,,dekeathan-williams-1
869,Deltron Hopkins*,Appalachian State,Sun Belt,6,2,31,15.5,0,5.2,4,27,6.8,0,4.5,6,58,9.7,0,,deltron-hopkins-1
870,Dontravious Wilson,UCF,American,10,15,31,2.1,0,3.1,8,118,14.8,3,11.8,23,149,6.5,3,,dontravious-wilson-1
871,Jack Fields*,Boise State,MWC,12,9,31,3.4,0,2.6,0,0,,0,0.0,9,31,3.4,0,,jack-fields-1
872,Josh Marriner*,Connecticut,American,11,17,31,1.8,0,2.8,8,71,8.9,0,6.5,25,102,4.1,0,,josh-marriner-1
873,Joshua Marriner*,Connecticut,American,10,17,31,1.8,0,3.1,8,71,8.9,0,7.1,25,102,4.1,0,,joshua-marriner-1
874,Lamarq Caldwell,Florida International,CUSA,11,9,31,3.4,0,2.8,0,0,,0,0.0,9,31,3.4,0,,lamarq-caldwell-1
875,Tearris Wallace*,Memphis,American,3,7,31,4.4,0,10.3,0,0,,0,0.0,7,31,4.4,0,,tearris-wallace-1
876,Autrey Golden,UTEP,CUSA,12,11,30,2.7,1,2.5,20,165,8.3,2,13.8,31,195,6.3,3,,autrey-golden-1
877,Caleb Kinlaw*,Wisconsin,Big Ten,1,7,30,4.3,0,30.0,1,5,5.0,1,5.0,8,35,4.4,1,,caleb-kinlaw-1
878,Jalin Marshall*,Ohio State,Big Ten,12,2,30,15.0,0,2.5,36,477,13.3,5,39.8,38,507,13.3,5,,jalin-marshall-1
879,Miles Shuler*,Northwestern,Big Ten,12,2,30,15.0,0,2.5,15,149,9.9,0,12.4,17,179,10.5,0,,miles-shuler-1
880,Rokeem Williams,Miami (OH),MAC,12,6,30,5.0,0,2.5,33,543,16.5,2,45.3,39,573,14.7,2,,rokeem-williams-1
881,Berkley Edwards*,Minnesota,Big Ten,2,5,29,5.8,0,14.5,0,0,,0,0.0,5,29,5.8,0,,berkley-edwards-1
882,Damon Mitchell*,Arkansas,SEC,12,4,29,7.3,0,2.4,6,84,14.0,1,7.0,10,113,11.3,1,,damon-mitchell-1
883,Jordan Davis,Louisiana,Sun Belt,4,21,29,1.4,1,7.3,0,0,,0,0.0,21,29,1.4,1,,jordan-davis-5
884,Josh Anderson,Troy,Sun Belt,12,10,29,2.9,0,2.4,0,0,,0,0.0,10,29,2.9,0,,josh-anderson-6
885,Kermit Whitfield*,Florida State,ACC,13,5,29,5.8,0,2.2,57,798,14.0,6,61.4,62,827,13.3,6,,kermit-whitfield-1
886,Quinton White*,Texas Tech,Big 12,13,9,29,3.2,0,2.2,6,32,5.3,0,2.5,15,61,4.1,0,,quinton-white-1
887,Riley Dixon,Syracuse,ACC,12,3,29,9.7,0,2.4,0,0,,0,0.0,3,29,9.7,0,,riley-dixon-1
888,Andy Isabella,Massachusetts,MAC,9,3,28,9.3,0,3.1,2,7,3.5,0,0.8,5,35,7.0,0,,andy-isabella-1
889,Daje Johnson,Texas,Big 12,11,6,28,4.7,0,2.5,37,415,11.2,1,37.7,43,443,10.3,1,,daje-johnson-1
890,Drew Lock,Missouri,SEC,12,52,28,0.5,1,2.3,0,0,,0,0.0,52,28,0.5,1,,drew-lock-1
891,Stanton Truitt*,Auburn,SEC,6,6,28,4.7,0,4.7,1,13,13.0,0,2.2,7,41,5.9,0,,stanton-truitt-1
892,T.J. Thorpe,Virginia,ACC,10,5,28,5.6,1,2.8,23,321,14.0,1,32.1,28,349,12.5,2,,tj-thorpe-1
893,Treyous Jarrells*,Colorado State,MWC,1,7,28,4.0,0,28.0,0,0,,0,0.0,7,28,4.0,0,,treyous-jarrells-1
894,Warren Ball*,Ohio State,Big Ten,10,10,28,2.8,0,2.8,1,3,3.0,0,0.3,11,31,2.8,0,,warren-ball-1
895,Zach Werlinger*,Arizona,Pac-12,1,2,28,14.0,1,28.0,0,0,,0,0.0,2,28,14.0,1,,zach-werlinger-1
896,Blake Banham,Eastern Michigan,MAC,12,4,27,6.8,0,2.3,6,28,4.7,0,2.3,10,55,5.5,0,,blake-banham-1
897,Blake Bogenschutz,UTSA,CUSA,5,43,27,0.6,1,5.4,0,0,,0,0.0,43,27,0.6,1,,blake-bogenschutz-1
898,Brayle Brown,Louisiana-Monroe,Sun Belt,9,14,27,1.9,0,3.0,0,0,,0,0.0,14,27,1.9,0,,brayle-brown-1
899,Bucky Hodges*,Virginia Tech,ACC,13,5,27,5.4,1,2.1,40,530,13.3,6,40.8,45,557,12.4,7,,bucky-hodges-1
900,Corey Jones*,Toledo,MAC,12,4,27,6.8,0,2.3,55,577,10.5,5,48.1,59,604,10.2,5,,corey-jones-3
901,Drew Kummer,Miami (OH),MAC,7,26,27,1.0,0,3.9,0,0,,0,0.0,26,27,1.0,0,,drew-kummer-1
902,Gunner Kiel*,Cincinnati,American,10,32,27,0.8,2,2.7,0,0,,0,0.0,32,27,0.8,2,,gunner-kiel-1
903,Jacob Stafford*,Air Force,MWC,8,9,27,3.0,0,3.4,0,0,,0,0.0,9,27,3.0,0,,jacob-stafford-1
904,Ryan Higgins*,Louisiana Tech,CUSA,7,9,27,3.0,0,3.9,0,0,,0,0.0,9,27,3.0,0,,ryan-higgins-1
905,Ryan Yurachek*,Marshall,CUSA,13,1,27,27.0,0,2.1,44,417,9.5,9,32.1,45,444,9.9,9,,ryan-yurachek-1
906,Sam Browning,Eastern Michigan,MAC,12,2,27,13.5,0,2.3,24,326,13.6,3,27.2,26,353,13.6,3,,sam-browning-1
907,Austin McClellan,Georgia Tech,ACC,11,3,26,8.7,0,2.4,0,0,,0,0.0,3,26,8.7,0,,austin-mcclellan-1
908,Bubba Poole*,Utah,Pac-12,13,9,26,2.9,1,2.0,24,145,6.0,0,11.2,33,171,5.2,1,,bubba-poole-1
909,Corey Fatony,Missouri,SEC,12,1,26,26.0,0,2.2,0,0,,0,0.0,1,26,26.0,0,,corey-fatony-1
910,Isaiah Lewis*,Appalachian State,Sun Belt,9,4,26,6.5,0,2.9,9,142,15.8,1,15.8,13,168,12.9,1,,isaiah-lewis-2
911,Marshall Wadleigh,Tulane,American,12,2,26,13.0,0,2.2,0,0,,0,0.0,2,26,13.0,0,,marshall-wadleigh-1
912,Austin Duke,Charlotte,CUSA,12,9,25,2.8,0,2.1,53,534,10.1,5,44.5,62,559,9.0,5,,austin-duke-1
913,Charles Brunson*,North Carolina,ACC,13,9,25,2.8,1,1.9,1,0,0.0,0,0.0,10,25,2.5,1,,charles-brunson-1
914,Chris Durkin*,Virginia Tech,ACC,4,4,25,6.3,0,6.3,0,0,,0,0.0,4,25,6.3,0,,chris-durkin-1
915,Jalen McCleskey*,Oklahoma State,Big 12,13,4,25,6.3,0,1.9,29,253,8.7,3,19.5,33,278,8.4,3,,jalen-mccleskey-1
916,Marshall Koehn*,Iowa,Big Ten,14,2,25,12.5,0,1.8,0,0,,0,0.0,2,25,12.5,0,,marshall-koehn-1
917,Tom Hruby*,Northwestern,Big Ten,9,8,25,3.1,0,2.8,0,0,,0,0.0,8,25,3.1,0,,tom-hruby-2
918,Cam Phillips*,Virginia Tech,ACC,13,1,24,24.0,0,1.8,49,582,11.9,2,44.8,50,606,12.1,2,,cam-phillips-1
919,Darius Durall,SMU,American,4,4,24,6.0,0,6.0,3,14,4.7,0,3.5,7,38,5.4,0,,darius-durall-1
920,Dominique Reed*,Arkansas,SEC,12,4,24,6.0,1,2.0,28,535,19.1,6,44.6,32,559,17.5,7,,dominique-reed-1
921,Fabiano Hale*,California,Pac-12,7,5,24,4.8,0,3.4,0,0,,0,0.0,5,24,4.8,0,,fabiano-hale-1
922,Kelvin White,Army,Ind,12,2,24,12.0,0,2.0,3,48,16.0,0,4.0,5,72,14.4,0,,kelvin-white-2
923,Kevin Phillips*,Auburn,SEC,13,1,24,24.0,0,1.8,0,0,,0,0.0,1,24,24.0,0,,kevin-phillips-1
924,Lawyer Tillman*,Auburn,SEC,1,5,24,4.8,0,24.0,0,0,,0,0.0,5,24,4.8,0,,lawyer-tillman-2
925,Matt Vandeberg*,Iowa,Big Ten,14,2,24,12.0,0,1.7,65,703,10.8,4,50.2,67,727,10.9,4,,matt-vandeberg-1
926,Brandon Colon*,Navy,American,13,1,23,23.0,1,1.8,1,5,5.0,0,0.4,2,28,14.0,1,,brandon-colon-1
927,Brandon Johnson*,Penn State,Big Ten,13,4,23,5.8,0,1.8,0,0,,0,0.0,4,23,5.8,0,,brandon-johnson-10
928,Chris Montgomery,Charlotte,CUSA,11,3,23,7.7,0,2.1,4,25,6.3,0,2.3,7,48,6.9,0,,chris-montgomery-3
929,Deltron Sands,Oregon State,Pac-12,4,6,23,3.8,0,5.8,1,3,3.0,0,0.8,7,26,3.7,0,,deltron-sands-1
930,Harvey Langi*,BYU,Ind,11,5,23,4.6,0,2.1,0,0,,0,0.0,5,23,4.6,0,,harvey-langi-2
931,Jamal Turner*,Nebraska,Big Ten,12,4,23,5.8,0,1.9,9,93,10.3,0,7.8,13,116,8.9,0,,jamal-turner-1
932,James Toland IV*,USC,Pac-12,10,3,23,7.7,0,2.3,0,0,,0,0.0,3,23,7.7,0,,james-toland-iv-1
933,Joshua Walker*,Navy,American,12,2,23,11.5,1,1.9,0,0,,0,0.0,2,23,11.5,1,,joshua-walker-1
934,Miles Hibbler,Kent State,MAC,11,12,23,1.9,0,2.1,1,5,5.0,0,0.5,13,28,2.2,0,,miles-hibbler-1
935,Aaron Criswell,Nevada-Las Vegas,MWC,12,2,22,11.0,0,1.8,22,416,18.9,3,34.7,24,438,18.3,3,,aaron-criswell-1
936,Corey Nesmith Jr.,Charlotte,CUSA,9,3,22,7.3,0,2.4,7,55,7.9,0,6.1,10,77,7.7,0,,corey-nesmith-jr-1
937,Hayden Moore*,Cincinnati,American,9,56,22,0.4,2,2.4,0,0,,0,0.0,56,22,0.4,2,,hayden-moore-1
938,Jason Driskel,Florida Atlantic,CUSA,10,28,22,0.8,1,2.2,0,0,,0,0.0,28,22,0.8,1,,jason-driskel-1
